benefit_name,topic_ids,tree_paths
Suction Pump/Room Vaporizers,21406,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/SUCTION PUMP/ROOM VAPORIZERS
Sunglasses,60424,/PRODUCTION/SERVICES AND PROCEDURES/VISION/LENSES OTHER THAN CONTACTS/SUNGLASSES
Supplies and accessories for CPAP,2017330,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES AND ACCESSORIES FOR CPAP
Supplies for Automatic External Defibrillator (AED),63953,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR AUTOMATIC EXTERNAL DEFIBRILLATOR (AED)
Supplies for ESRD,20969,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR ESRD
Supplies for Incontinence or Ostomy Appliances,20972,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR INCONTINENCE OR OSTOMY APPLIANCES
Supplies for other breathing equipment,61290,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR OTHER BREATHING EQUIPMENT
Supplies for Other Durable Medical Equipment,20967,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR OTHER DURABLE MEDICAL EQUIPMENT
Supplies for Oxygen and Related Respiratory Equipm,20966,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SUPPLIES FOR OXYGEN AND RELATED RESPIRATORY EQUIPM
Supplies for Radiologic Procedures,20968,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/SUPPLIES FOR RADIOLOGIC PROCEDURES
Supply of Materials,20331,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/SPECTACLE SERVICES (INCLUDING PROSTHESIS FOR APHAKIA)/SUPPLY OF MATERIALS
Support garments,52492,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/SUPPORT GARMENTS
Supported Prosthodontic Services,2380648,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED PROSTHODONTICS/SUPPORTED PROSTHODONTIC SERVICES
Surgerical procedures for neck (soft tissues) and thorax,13669,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/NECK (SOFT TISSUES) AND THORAX
Surgery and anesthesia,12714,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/SURGERY AND ANESTHESIA
"Surgery for Aneurysm, Arteriovenous, Malformation",17450,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SKULL, MENINGES AND BRAIN/SURGERY FOR ANEURYSM, ARTERIOVENOUS, MALFORMATION"
"Surgery for Parathyroid, Thymus, Adrenal Glands, Pancreas and Carotid Body",17437,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/ENDOCRINE SYSTEM/PARATHYROID-THYMUS- ADRENALS- PANCREAS-CAROTID
Surgical alveoplasty with concurrent hazardous medical condition,66937,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/SURGICAL ALVEOPLASTY WITH CONCURRENT HAZARDOUS MEDICAL CONDITION
Surgical charges,12818,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/SURGICAL CHARGES
Surgical Collapse Therapy; Thoracoplasty,15142,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/RESPIRATORY SYSTEM/LUNGS AND PLEURA/SURGICAL COLLAPSE THERAPY; THORACOPLASTY
Surgical excision of reactive inflammatory lesions,66781,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/SURGICAL EXCISION OF REACTIVE INFLAMMATORY LESIONS
Surgical extractions with concurrent hazardous medical condition,66939,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/SURGICAL EXTRACTIONS WITH CONCURRENT HAZARDOUS MEDICAL CONDITION
Surgical gingivectomy with concurrent hazardous medical condition,66943,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/SURGICAL GINGIVECTOMY WITH CONCURRENT HAZARDOUS MEDICAL CONDITION
Surgical incision,66784,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/SURGICAL INCISION
Surgical Incisions performed on the head,52844,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/HEAD/INCISION
Surgical incisions performed on the spine,86303,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/SPINE (VERTEBRAL COLUMN)/INCISION
Surgical pathology,12902,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/SURGICAL PATHOLOGY
Surgical procedures for abdomen,52851,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/ABDOMEN
Surgical procedures for back and flank,13670,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/BACK AND FLANK
Surgical procedures for head,13668,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/HEAD
Surgical procedures for spine (vertebral column),13671,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/SPINE (VERTEBRAL COLUMN)
Surgical stockings,2010442,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/SURGICAL STOCKINGS
Suture,"60307,16056,60297,60317","/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ABDOMEN, PERITONEUM, AND OMENTUM/SUTURE | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ANUS/SUTURE"
Syphilis Screening,2320976,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/SYPHILLIS SCREENING
TB Test,2321078,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/TB TEST
Team Conferences,20853,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/OFFICE, OUTPATIENT AND HOME MEDICAL CARE VISITS/CASE MANAGEMENT SERVICES/TEAM CONFERENCES"
Technical Use Only,2021340,/PRODUCTION/SERVICES AND PROCEDURES/TECHNICAL USE ONLY
Telemedicine,12726,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/TELEMEDICINE
Telephone Assessment,2330673,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/BLUE HEALTH CONNECT/VALUE BASED PROGRAM/PROVIDER DELIVERED CARE MANAGEMENT/TELEPHONE ASSESSMENT
Telephone Calls,20854,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/OFFICE, OUTPATIENT AND HOME MEDICAL CARE VISITS/CASE MANAGEMENT SERVICES/TELEPHONE CALLS"
Telephone Services - NHCR or Telemedicine,2006656,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/TELEPHONE SERVICES
"Temporal Bone, Middle Fossa Approach",18174,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM/TEMPORAL BONE, MIDDLE FOSSA APPROACH"
Terminal Devices,23011,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/TERMINAL DEVICES
Test Strips,2012815,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIABETES MANAGEMENT PROGRAM/TEST STRIPS
Testicular prosthesis,2016786,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/COSMETIC AND RECONSTRUCTIVE SURGERY PROCEDURES/RECONSTRUCTIVE PROCEDURES/TESTICULAR PROSTHESIS
Testis,17038,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MALE GENITAL SYSTEM/TESTIS
Tests and measurements,12805,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PHYSICAL THERAPY, OCCUPATIONAL THERAPY AND SPEECH THERAPY/PHYSICAL THERAPY AND OCCUPATIONAL THERAPY/PHYSICAL THERAPY & OCCUPATIONAL THERAPIES AND TESTING/PHYSICAL MEDICINE AND REHABILIATIONS TESTS AND MEASUREMENTS"
Therapeutic,18786,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/NUCLEAR MEDICINE/THERAPEUTIC
Therapeutic drug assays,12890,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/THERAPEUTIC DRUG ASSAYS
Therapeutic electroshock therapy,52456,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/THERAPEUTIC ELECTROSHOCK THERAPY
Therapeutic infusable drugs,52381,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/THERAPEUTIC INFUSABLE DRUGS
Therapeutic procedures,12803,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PHYSICAL THERAPY, OCCUPATIONAL THERAPY AND SPEECH THERAPY/PHYSICAL THERAPY AND OCCUPATIONAL THERAPY/PHYSICAL THERAPY & OCCUPATIONAL THERAPIES AND TESTING/PHYSICAL MEDICINE AND REHABILIATION THERAPEUTIC PROCEDURES"
Therapeutic radiology,12884,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/THERAPEUTIC RADIOLOGY
Thoracic Aortic Aneurysm,15408,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/THORACIC AORTIC ANEURYSM
Thoracic-Lumbar-Sacral Orthosis (TLSO),22561,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/ORTHOTIC DEVICE/THORACIC-LUMBAR-SACRAL ORTHOSIS (TLSO)
Thorax (Chest Wall and Shoulder Girdle),13028,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/THORAX (CHEST WALL AND SHOULDER GIRDLE)
Three D Printer,2375719,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/THREE D PRINTER
Thromboendarterectomy,15418,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ARTERIES AND VEINS/THROMBOENDARTERECTOMY
Thyroid Gland,17436,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/ENDOCRINE SYSTEM/THYROID GLAND
Thyroid screening test,66496,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PREVENTIVE SERVICES/LABORATORY SERVICES/THYROID SCREENING TEST
Tinted lenses,12947,/PRODUCTION/SERVICES AND PROCEDURES/VISION/LENSES OTHER THAN CONTACTS/TINTED
Tissue Conditioning,66574,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/CLASS II BASIC SERVICES/BASIC PROSTHODONTIC SERVICES (TYPE A)/TISSUE CONDITIONING
Tissue typing for immunology,19742,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/IMMUNOLOGY LABORATORY TESTS/TISSUE TYPING
Tongue and Floor of Mouth,15985,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/TONGUE AND FLOOR OF MOUTH
Topical fluoride treatment,60492,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/BASIC/TOPICAL FLUORIDE TREATMENT
Torso Supports,22566,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/ORTHOTIC DEVICE/TORSO SUPPORTS
Total Anomalous Pulmonary Venous Drainage,15403,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/TOTAL ANOMALOUS PULMONARY VENOUS DRAINAGE
Trachea and Bronchi,15117,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/RESPIRATORY SYSTEM/TRACHEA AND BRONCHI
Tracheal Supplies,66768,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/TRACHEAL SUPPLIES
Traction - Cervical,21413,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRACTION EQUIPMENT/CERVICAL
Traction - Extremity,21414,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRACTION EQUIPMENT/EXTREMITY
Traction - Overdoor,60168,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRACTION EQUIPMENT/OVERDOOR
Traction - Pelvic,21415,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRACTION EQUIPMENT/PELVIC
Traction Equipment,60363,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRACTION EQUIPMENT
Training and educational classes for various topics,61341,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MISCELLANEOUS/TRAINING AND EDUCATIONAL CLASSES FOR VARIOUS TOPICS
Transcatheter Procedures,"18592,15431",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/XRAY AND OTHER IMAGING/VEINS AND LYMPHATICS/TRANSCATHETER PROCEDURES | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/TRANSCATHETER PROCEDURES
Transcutaneous and/or Neuromuscular Electrical Ner,21411,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRANSCUTANEOUS AND/OR NEUROMUSCULAR ELECTRICAL NER
Transcutaneous Procedures,60262,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/TRANSCUTANEOUS PROCEDURES
Transection or Avulsion,17472,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/EXTRACRANIAL NERVES, PERIPHERAL NERVES AND AUTONO/TRANSECTION OR AVULSION"
Transfer of the dialyzer to another location in the patients home,52441,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/DIALYSIS/TRANSFER OF THE DIALYZER TO ANOTHER LOCATION IN THE PATIENTS HOME
Transfusion medicine,12897,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/TRANSFUSION MEDICINE
Transitional care management,2319225,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/OFFICE, OUTPATIENT AND HOME MEDICAL CARE VISITS/TRANSITIONAL CARE MANAGEMENT"
Transluminal Angioplasty,15419,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ARTERIES AND VEINS/TRANSLUMINAL ANGIOPLASTY
Transluminal Atherectomy,"18593,15420",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/XRAY AND OTHER IMAGING/VEINS AND LYMPHATICS/TRANSLUMINAL ATHERECTOMY | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ARTERIES AND VEINS/TRANSLUMINAL ATHERECTOMY
Transmyocardial Revascularization,15390,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/TRANSMYOCARDIAL REVASCULARIZATION
Transosteal implant,63024,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES/TRANSOSTEAL IMPLANT
Transpedicular or Costovertebral Approach,17459,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SPINE AND SPINAL CORD/TRANSPEDICULAR OR COSTOVERTEBRAL APPROACH
Transplantation,12828,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION
Transplantation charges,52868,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/SURGICAL CHARGES/TRANSPLANTATION CHARGES
Transport,2011882,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE/EMERGENCY AMBULANCE SERVICES/TRANSPORT
Transport Chairs,2327474,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/WHEELCHAIRS/TRANSPORT CHAIRS
"Transportation, meals, and lodging for transplant patients and their families",60057,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/TRANSPORTATION, MEALS, AND LODGING"
Transposition of the Great Vessels,15405,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/TRANSPOSITION OF THE GREAT VESSELS
Transurethral Surgery,16756,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/BLADDER/TRANSURETHRAL SURGERY
Trapeze equipment,2327434,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/TRAPEZE EQUIPMENT
"Trapeze Equipment, Fracture Frame and Other Ortho",21416,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/TRAPEZE EQUIPMENT, FRACTURE FRAME AND OTHER ORTHO"
Trauma Response,63225,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/EMERGENCY ROOM CHARGES/TRAUMA RESPONSE
Treatment and observation rooms,12822,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/TREATMENT AND OBSERVATION ROOMS
Treatment of fractures - compound,66839,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/TREATMENT OF FRACTURES - COMPOUND
Treatment of fractures - simple,66785,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL II/TREATMENT OF FRACTURES - SIMPLE
Treatment plan,52795,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/BLUE HEALTH CONNECT/TREATMENT PLAN
Trifocal lense,60423,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/SPECTACLE LENSES/TRIFOCAL LENSE
Truncus Arteriousus,15406,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/TRUNCUS ARTERIOUSUS
Tunica Vaginalis,17040,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MALE GENITAL SYSTEM/TUNICA VAGINALIS
"Twist Drill, Burr Hole(s) or Trephine",17444,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SKULL, MENINGES AND BRAIN/TWIST DRILL, BURR HOLE(S) OR TREPHINE"
Ultrasonic Guidance Procedures,18676,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/ULTRASOUND/ULTRASONIC GUIDANCE PROCEDURES
Ultrasound spinal canal,52561,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/ULTRASOUND/SPINAL CANAL
Ultraviolet Cabinet,60165,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/ULTRAVIOLET CABINET
Uninsured transplant donor,52641,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/UNINSURED TRANSPLANT DONOR
Units of service,60552,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/HOME HEALTH CARE/UNITS OF SERVICE
Unlisted ophthalmology procedures,52252,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/UNLISTED OPHTHALMOLOGY PROCEDURES
Upper Abdomen,13031,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/UPPER ABDOMEN
Upper Arch,"2386251,2385799,2385699,2385503",/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED PROSTHODONTICS/IMPLANT/ABUTMENT SUPPORTED DENTURE/COMPLETE DENTURE/UPPER ARCH | /PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED/IMPLANT/ABUTMENT SUPPORTED DENTURE/PARTIAL DENTURE/UPPER ARCH
Upper Arm and Elbow,13039,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/UPPER ARM AND ELBOW
Upper Leg (Except Knee),13035,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA/UPPER LEG (EXCEPT KNEE)
Upper Limb,23010,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/UPPER LIMB
Upper or Lower Quadrant,2385703,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/REMOVABLE/PARTIAL DENTURES (INCLUDING ROUTINE POST DELIVERY CARE)/QUADRANT
Upper Quadrant,2385701,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/REMOVABLE/PARTIAL DENTURES (INCLUDING ROUTINE POST DELIVERY CARE)/UPPER ARCH
Ureter,16733,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/URETER
Ureter and Pelvis,16757,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/BLADDER/URETER AND PELVIS
Urethra,16735,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/URETHRA
Urgent Care,2316977,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/URGENT CARE
Urinalysis,"2321073,12893",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/URINALYSIS | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/URINALYSIS
Urinary system surgery and anesthesia,12858,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM
Urodynamics,16752,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/BLADDER/URODYNAMICS
Vaccines,2317288,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/VACCINES
Vaccines and toxoids,12747,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/VACCINES AND TOXOIDS
Vagina,17174,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/FEMALE GENITAL SYSTEM/VAGINA
Vaginal Delivery,17382,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MATERNITY CARE/CARE AND DELIVERY/VAGINAL DELIVERY
Vas Deferens,52480,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MALE GENITAL SYSTEM/VAS DEFERENS
Vascular Catheters,20961,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/VASCULAR CATHETERS
Vendor,2331935,/PRODUCTION/SERVICES AND PROCEDURES/TECHNICAL USE ONLY/VENDOR
Venipuncture,2010263,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/VENIPUNCTURE
Venous,15427,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/VENOUS
Venous Grafting Only for Coronary Artery Bypass,15397,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/VENOUS GRAFTING ONLY FOR CORONARY ARTERY BYPASS
Venous Reconstruction,15413,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ARTERIES AND VEINS/VENOUS RECONSTRUCTION
Ventricular Assist Device,82051,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROSTHETICS AND ORTHOTICS/PROSTHETIC DEVICE/VENTRICULAR ASSIST DEVICE
"Vertebral Body, Embolization or Injection",13700,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/SPINE (VERTEBRAL COLUMN)/VERTEBRAL BODY, EMBOLIZATION OR INJECTION"
Vertical Bitewing,2380948,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/BASIC/DENTAL RADIOGRAPHS/VERTICAL BITEWING
Vesical Neck and Prostate,16758,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/URINARY SYSTEM/BLADDER/VESICAL NECK AND PROSTATE
"Vestibular Function Tests, With Observation and Ev",38309,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/OTORHINOLARYNGOLOGIC SERVICES/VESTIBULAR FUNCTION TESTS, WITH OBSERVATION AND EV"
